participantid,condition,block,reliabilityT,reliabilityF,theta,resp,rt,flankerMinusTarget,error
1,vertical_2-flanker,1,1,0,35,26.25,1.0907,-30,-8.75
1,vertical_2-flanker,1,1,0,35,-29.25,1.907,40,NaN
1,vertical_2-flanker,1,1,0,35,45.375,0.7068,20,10.375
1,vertical_2-flanker,1,1,0,55,43.875,0.9986,-25,-11.125
1,vertical_2-flanker,1,1,0,55,61.875,0.8755,-30,6.875
1,vertical_2-flanker,1,1,0,35,37.875,0.6821,25,2.875
1,vertical_2-flanker,1,0,1,35,15.375,0.7408,-30,-19.625
1,vertical_2-flanker,1,1,0,35,-56.625,1.3493,-35,NaN
1,vertical_2-flanker,1,0,1,35,36,0.9994,-35,1
1,vertical_2-flanker,1,0,1,35,25.5,0.9991,-25,-9.5
1,vertical_2-flanker,1,0,1,55,69,0.6911,10,14
1,vertical_2-flanker,1,0,1,35,10.125,0.7989,-40,-24.875
1,vertical_2-flanker,1,1,0,35,45.75,1.307,0,10.75
1,vertical_2-flanker,1,0,1,35,-51,1.2914,-45,NaN
1,vertical_2-flanker,1,0,1,55,54.375,0.8655,-10,-0.625
1,vertical_2-flanker,1,0,1,35,45.375,1.041,25,10.375
1,vertical_2-flanker,1,1,0,55,56.625,1.1585,45,1.625
1,vertical_2-flanker,1,1,0,55,54.75,0.9901,90,-0.25
1,vertical_2-flanker,1,0,1,35,30.375,1.1237,15,-4.625
1,vertical_2-flanker,1,1,0,35,42.375,1.2236,5,7.375
1,vertical_2-flanker,1,0,1,55,31.125,2.1079,90,-23.875
1,vertical_2-flanker,1,0,1,35,9,1.9237,-20,-26
1,vertical_2-flanker,1,1,0,35,19.875,1.0658,90,-15.125
1,vertical_2-flanker,1,1,0,35,22.5,0.8682,90,-12.5
1,vertical_2-flanker,1,1,0,35,33,1.1484,25,-2
1,vertical_2-flanker,1,1,0,35,23.25,0.9985,25,-11.75
1,vertical_2-flanker,1,1,0,35,26.25,0.9157,90,-8.75
1,vertical_2-flanker,1,1,0,35,48.375,1.3326,35,13.375
1,vertical_2-flanker,1,1,0,35,32.625,0.7739,-15,-2.375
1,vertical_2-flanker,1,0,1,55,59.25,0.8246,-40,4.25
1,vertical_2-flanker,1,1,0,35,39.375,1.0322,10,4.375
1,vertical_2-flanker,1,0,1,55,55.5,1.2321,-25,0.5
1,vertical_2-flanker,1,1,0,35,21,1.1242,90,-14
1,vertical_2-flanker,1,0,1,35,45.375,0.9158,20,10.375
1,vertical_2-flanker,1,0,1,55,66,1.3997,30,11
1,vertical_2-flanker,1,0,1,55,34.125,1.641,-5,-20.875
1,vertical_2-flanker,1,1,0,55,68.625,1.4653,-30,13.625
1,vertical_2-flanker,1,1,0,55,48.75,0.9822,35,-6.25
1,vertical_2-flanker,2,0,1,55,-42.75,1.3155,-25,NaN
1,vertical_2-flanker,2,0,1,35,-2.625,0.6404,-35,NaN
1,vertical_2-flanker,2,1,0,55,55.125,0.6408,45,0.125
1,vertical_2-flanker,2,0,1,55,-42,0.7989,-5,NaN
1,vertical_2-flanker,2,1,0,35,43.5,0.7661,-45,8.5
1,vertical_2-flanker,2,0,1,55,88.5,0.8919,30,33.5
1,vertical_2-flanker,2,0,1,35,32.25,0.8158,25,-2.75
1,vertical_2-flanker,2,0,1,35,44.25,1.9158,25,9.25
1,vertical_2-flanker,2,0,1,55,58.875,0.7991,-45,3.875
1,vertical_2-flanker,2,0,1,55,58.5,1.349,5,3.5
1,vertical_2-flanker,2,1,0,55,57.375,1.0323,30,2.375
1,vertical_2-flanker,2,0,1,35,-42.75,1.1489,-40,NaN
1,vertical_2-flanker,2,1,0,55,53.25,0.5579,-40,-1.75
1,vertical_2-flanker,2,1,0,55,40.875,0.991,20,-14.125
1,vertical_2-flanker,2,0,1,55,-62.625,0.7825,45,NaN
1,vertical_2-flanker,2,0,1,35,42.75,0.8572,-15,7.75
1,vertical_2-flanker,2,0,1,55,88.875,0.7162,40,33.875
1,vertical_2-flanker,2,1,0,55,64.125,0.8995,-25,9.125
1,vertical_2-flanker,2,0,1,35,-54.375,3.0832,-10,NaN
1,vertical_2-flanker,2,0,1,35,0.75,0.9238,-45,-34.25
1,vertical_2-flanker,2,1,0,55,64.5,1.016,10,9.5
1,vertical_2-flanker,2,0,1,35,42.375,1.7083,10,7.375
1,vertical_2-flanker,2,1,0,55,80.625,1.0318,0,25.625
1,vertical_2-flanker,2,0,1,35,55.875,1.4657,90,20.875
1,vertical_2-flanker,2,1,0,35,38.25,0.6909,-10,3.25
1,vertical_2-flanker,2,0,1,35,82.125,0.7323,-30,NaN
1,vertical_2-flanker,2,0,1,55,70.875,0.5656,-15,15.875
1,vertical_2-flanker,2,0,1,35,-35.625,1.3825,40,NaN
1,vertical_2-flanker,2,1,0,35,19.875,0.7244,90,-15.125
1,vertical_2-flanker,2,0,1,35,59.25,0.6334,45,24.25
1,vertical_2-flanker,2,0,1,35,25.875,0.7319,90,-9.125
1,vertical_2-flanker,2,1,0,55,48,0.7411,25,-7
1,vertical_2-flanker,2,1,0,35,33.75,0.659,90,-1.25
1,vertical_2-flanker,2,1,0,35,27.375,1.0738,-15,-7.625
1,vertical_2-flanker,2,0,1,35,24.375,0.7991,-20,-10.625
1,vertical_2-flanker,2,1,0,55,64.875,0.9329,-20,9.875
1,vertical_2-flanker,2,1,0,35,52.125,0.9825,-10,17.125
1,vertical_2-flanker,2,0,1,55,46.125,0.8735,-20,-8.875
1,vertical_2-flanker,2,0,1,35,65.25,1.0074,20,30.25
1,vertical_2-flanker,2,1,0,55,63,1.0742,-30,8
1,vertical_2-flanker,2,0,1,55,66,0.5409,5,11
1,vertical_2-flanker,2,0,1,55,47.25,0.5417,-35,-7.75
1,vertical_2-flanker,2,1,0,55,42,0.5866,30,-13
1,vertical_2-flanker,2,0,1,55,72.375,0.8739,15,17.375
1,vertical_2-flanker,2,0,1,55,39.75,0.6561,25,-15.25
1,vertical_2-flanker,2,1,0,35,14.625,0.7844,-5,-20.375
1,vertical_2-flanker,2,0,1,35,68.625,0.6741,30,33.625
1,vertical_2-flanker,2,1,0,55,49.875,1.5658,90,-5.125
1,vertical_2-flanker,2,1,0,35,31.125,0.9071,35,-3.875
1,vertical_2-flanker,2,0,1,35,33.375,0.6488,5,-1.625
1,vertical_2-flanker,2,1,0,55,33.375,0.8572,90,-21.625
1,vertical_2-flanker,2,1,0,35,27.375,1.0576,-35,-7.625
1,vertical_2-flanker,2,1,0,35,20.625,1.2649,40,-14.375
1,vertical_2-flanker,2,1,0,55,56.25,0.9585,5,1.25
1,vertical_2-flanker,2,0,1,55,78.75,0.8572,10,23.75
1,vertical_2-flanker,2,0,1,35,33.375,0.9003,5,-1.625
1,vertical_2-flanker,2,1,0,35,3.75,0.7661,45,-31.25
1,vertical_2-flanker,2,0,1,35,18,0.7485,-10,-17
1,vertical_2-flanker,2,1,0,35,13.5,0.7577,15,-21.5
1,vertical_2-flanker,2,0,1,55,-27,1.5739,90,NaN
1,vertical_2-flanker,3,1,0,55,44.625,0.998,-15,-10.375
1,vertical_2-flanker,3,0,1,55,47.625,0.6473,-30,-7.375
1,vertical_2-flanker,3,1,0,55,50.25,0.9643,-45,-4.75
1,vertical_2-flanker,3,0,1,55,89.25,1.0332,35,34.25
1,vertical_2-flanker,3,0,1,55,39,0.6895,45,-16
1,vertical_2-flanker,3,0,1,55,28.875,0.7151,35,-26.125
1,vertical_2-flanker,3,1,0,35,22.875,0.9154,-30,-12.125
1,vertical_2-flanker,3,1,0,35,27.75,0.8489,-5,-7.25
1,vertical_2-flanker,3,1,0,55,43.5,1.0655,-20,-11.5
1,vertical_2-flanker,3,0,1,35,89.25,0.9651,-45,NaN
1,vertical_2-flanker,3,1,0,55,40.125,0.7075,5,-14.875
1,vertical_2-flanker,3,0,1,55,-76.875,0.6158,40,NaN
1,vertical_2-flanker,3,0,1,55,70.875,1.2988,20,15.875
1,vertical_2-flanker,3,0,1,35,39.375,0.4822,15,NaN
1,vertical_2-flanker,3,0,1,35,18,0.5323,-10,-17
1,vertical_2-flanker,3,1,0,35,37.125,0.7657,10,2.125
1,vertical_2-flanker,3,0,1,55,45.375,0.4834,0,NaN
1,vertical_2-flanker,3,1,0,35,47.625,1.0738,0,12.625
1,vertical_2-flanker,3,0,1,35,40.125,2.8483,0,5.125
1,vertical_2-flanker,3,0,1,35,37.5,2.307,-10,2.5
1,vertical_2-flanker,3,1,0,55,50.25,0.524,15,-4.75
1,vertical_2-flanker,3,0,1,55,-42,1.0079,90,NaN
1,vertical_2-flanker,3,1,0,35,46.125,1.3405,45,11.125
1,vertical_2-flanker,3,0,1,55,44.25,1.8241,-10,-10.75
1,vertical_2-flanker,3,0,1,35,13.5,0.6909,30,-21.5
1,vertical_2-flanker,3,1,0,35,45.75,0.7323,-10,10.75
1,vertical_2-flanker,3,1,0,35,16.5,0.7414,35,-18.5
1,vertical_2-flanker,3,0,1,35,21.75,2.1815,45,-13.25
1,vertical_2-flanker,3,1,0,55,69.375,0.7241,35,14.375
1,vertical_2-flanker,3,1,0,55,54.375,1.3738,25,-0.625
1,vertical_2-flanker,3,1,0,55,77.25,1.749,40,22.25
1,vertical_2-flanker,3,1,0,55,62.625,0.5822,90,7.625
1,vertical_2-flanker,3,0,1,35,15.75,0.7158,20,-19.25
1,vertical_2-flanker,3,0,1,35,41.25,0.449,-15,NaN
1,vertical_2-flanker,3,1,0,35,18,0.5493,40,-17
1,vertical_2-flanker,3,0,1,55,37.875,0.7242,20,-17.125
1,vertical_2-flanker,3,1,0,35,19.5,0.7235,-10,-15.5
1,vertical_2-flanker,3,0,1,55,35.625,0.6156,-20,-19.375
1,vertical_2-flanker,3,1,0,55,64.125,0.8833,35,9.125
1,vertical_2-flanker,3,1,0,55,61.125,0.7329,-30,6.125
1,vertical_2-flanker,3,1,0,55,72,0.7992,30,17
1,vertical_2-flanker,3,1,0,35,60,9.7395,-15,NaN
1,vertical_2-flanker,3,0,1,35,24.75,0.5406,90,-10.25
1,vertical_2-flanker,3,1,0,35,30.375,0.4651,-5,NaN
1,vertical_2-flanker,3,1,0,55,38.625,0.6823,-15,-16.375
1,vertical_2-flanker,3,0,1,35,30.375,1.0578,-15,-4.625
1,vertical_2-flanker,3,0,1,55,24.375,1.0087,-45,-30.625
1,vertical_2-flanker,3,1,0,55,76.125,0.7655,-20,21.125
1,vertical_2-flanker,3,1,0,55,48.375,1.0405,15,-6.625
1,vertical_2-flanker,3,1,0,55,57,0.9077,0,2
1,vertical_2-flanker,3,0,1,35,20.25,0.8661,-5,-14.75
1,vertical_2-flanker,3,0,1,55,34.5,0.7569,-35,-20.5
1,vertical_2-flanker,3,1,0,35,37.5,1.2569,10,2.5
1,vertical_2-flanker,3,0,1,55,9.375,0.7158,-15,NaN
1,vertical_2-flanker,3,0,1,35,39.75,3.3659,35,NaN
1,vertical_2-flanker,3,0,1,35,-40.875,0.6737,90,NaN
1,vertical_2-flanker,3,0,1,55,84,0.999,20,29
1,vertical_2-flanker,4,1,0,35,32.625,0.8155,-5,-2.375
1,vertical_2-flanker,4,1,0,55,68.25,0.6077,10,13.25
1,vertical_2-flanker,4,0,1,55,79.5,0.674,-35,24.5
1,vertical_2-flanker,4,1,0,55,53.25,0.6756,5,-1.75
1,vertical_2-flanker,4,0,1,55,40.5,0.4826,-30,NaN
1,vertical_2-flanker,4,0,1,35,29.25,0.8326,40,-5.75
1,vertical_2-flanker,4,1,0,35,12,0.8493,0,-23
1,vertical_2-flanker,4,0,1,55,39.375,0.9154,40,-15.625
1,vertical_2-flanker,4,0,1,35,10.5,0.6327,45,-24.5
1,vertical_2-flanker,4,1,0,35,51.375,0.574,10,16.375
1,vertical_2-flanker,4,1,0,35,23.25,0.6496,-20,-11.75
1,vertical_2-flanker,4,0,1,35,44.25,0.624,5,9.25
1,vertical_2-flanker,4,0,1,55,-89.25,0.6239,35,NaN
1,vertical_2-flanker,4,1,0,55,61.875,0.4412,-5,NaN
1,vertical_2-flanker,4,1,0,55,66.375,0.6992,-35,11.375
1,vertical_2-flanker,4,1,0,55,49.5,0.6577,-10,-5.5
1,vertical_2-flanker,4,0,1,55,54.75,0.6988,-10,-0.25
1,vertical_2-flanker,4,0,1,35,2.625,0.516,-35,-32.375
1,vertical_2-flanker,4,1,0,55,72.75,0.9573,10,17.75
1,vertical_2-flanker,4,0,1,35,51.75,0.6665,35,16.75
1,vertical_2-flanker,4,0,1,35,48,0.9323,5,13
1,vertical_2-flanker,4,0,1,35,20.625,1.1902,-25,-14.375
1,vertical_2-flanker,4,0,1,35,19.875,0.749,0,-15.125
1,vertical_2-flanker,4,1,0,35,13.125,0.6585,-25,-21.875
1,vertical_2-flanker,4,0,1,55,86.625,1.7587,30,31.625
1,vertical_2-flanker,4,1,0,55,55.5,0.5576,-10,0.5
1,vertical_2-flanker,4,1,0,35,28.875,0.6912,-20,-6.125
1,vertical_2-flanker,4,0,1,55,27.75,0.8324,0,-27.25
1,vertical_2-flanker,4,0,1,55,-86.625,0.9825,90,NaN
1,vertical_2-flanker,4,0,1,35,-57.75,0.7235,15,NaN
1,vertical_2-flanker,4,0,1,55,18.375,1.0488,90,NaN
1,vertical_2-flanker,4,1,0,35,40.125,0.7572,15,5.125
1,vertical_2-flanker,4,1,0,35,28.875,0.9573,-35,-6.125
1,vertical_2-flanker,4,0,1,55,36,0.5407,-25,-19
1,vertical_2-flanker,4,0,1,55,60.75,0.716,90,5.75
1,vertical_2-flanker,4,0,1,55,-82.5,1.6158,25,NaN
1,vertical_2-flanker,4,1,0,35,69,0.4333,-45,NaN
1,vertical_2-flanker,4,1,0,55,65.625,1.3488,45,10.625
1,vertical_2-flanker,4,1,0,55,-86.25,1.5902,-45,NaN
1,vertical_2-flanker,4,0,1,35,4.125,0.7823,-30,-30.875
1,vertical_2-flanker,4,0,1,55,56.625,1.0323,10,1.625
1,vertical_2-flanker,4,1,0,55,76.125,0.8741,5,21.125
1,vertical_2-flanker,4,1,0,55,-76.125,4.4484,25,NaN
1,vertical_2-flanker,4,1,0,55,75,0.9572,-40,20
1,vertical_2-flanker,4,1,0,55,51.375,0.5822,-45,-3.625
1,vertical_2-flanker,4,0,1,35,22.875,0.8489,-25,-12.125
1,vertical_2-flanker,4,1,0,55,55.5,0.8074,10,0.5
1,vertical_2-flanker,4,0,1,35,24.375,0.6157,0,-10.625
1,vertical_2-flanker,4,0,1,55,69.75,0.6573,5,14.75
1,vertical_2-flanker,5,0,1,55,40.875,0.6421,-15,-14.125
1,vertical_2-flanker,5,0,1,35,32.25,0.5333,0,-2.75
1,vertical_2-flanker,5,0,1,35,29.25,0.933,90,-5.75
1,vertical_2-flanker,5,0,1,55,63.75,0.949,-20,8.75
1,vertical_2-flanker,5,0,1,35,-4.875,0.9412,-40,NaN
1,vertical_2-flanker,5,0,1,35,-37.5,0.9828,90,NaN
1,vertical_2-flanker,5,0,1,35,-41.625,1.3072,-20,NaN
1,vertical_2-flanker,5,1,0,35,57.375,0.5825,-20,22.375
1,vertical_2-flanker,5,0,1,35,13.125,1.3985,-40,-21.875
1,vertical_2-flanker,5,1,0,55,63.75,0.9583,40,8.75
1,vertical_2-flanker,5,1,0,55,64.5,1.1079,-25,9.5
1,vertical_2-flanker,5,0,1,55,78.375,1.0993,10,23.375
1,vertical_2-flanker,5,1,0,35,36,0.7822,-25,1
1,vertical_2-flanker,5,1,0,55,63.375,0.8578,20,8.375
1,vertical_2-flanker,5,0,1,55,51.75,0.6744,-5,-3.25
1,vertical_2-flanker,5,1,0,35,32.625,0.8083,15,-2.375
1,vertical_2-flanker,5,0,1,55,44.625,0.8992,-30,-10.375
1,vertical_2-flanker,5,0,1,35,-84.75,0.6993,-20,NaN
1,vertical_2-flanker,5,1,0,35,23.25,1.8654,45,-11.75
1,vertical_2-flanker,5,0,1,35,61.5,0.8159,30,26.5
1,vertical_2-flanker,5,1,0,55,47.625,0.9658,-5,-7.375
1,vertical_2-flanker,5,0,1,35,-75.375,2.7085,35,NaN
1,vertical_2-flanker,5,1,0,35,25.125,0.5745,5,-9.875
1,vertical_2-flanker,5,0,1,35,18.375,2.3571,-25,-16.625
1,vertical_2-flanker,5,1,0,35,58.5,1.7661,30,23.5
1,vertical_2-flanker,5,1,0,55,43.125,0.774,90,-11.875
1,vertical_2-flanker,5,0,1,35,67.5,0.6486,-5,32.5
1,vertical_2-flanker,5,0,1,55,33,1.1581,20,-22
1,vertical_2-flanker,5,1,0,35,34.5,0.5995,5,-0.5
1,vertical_2-flanker,5,1,0,35,45.375,0.5579,-15,10.375
1,vertical_2-flanker,5,1,0,55,64.5,0.9156,-5,9.5
1,vertical_2-flanker,5,0,1,55,69.75,1.0148,15,14.75
1,vertical_2-flanker,5,0,1,35,87.375,1.9495,-45,NaN
1,vertical_2-flanker,5,1,0,35,32.625,0.6509,25,-2.375
1,vertical_2-flanker,5,0,1,35,39.75,0.8661,10,4.75
1,vertical_2-flanker,5,1,0,35,34.875,0.824,-40,-0.125
1,vertical_2-flanker,5,1,0,55,81.375,2.24,-40,26.375
1,vertical_2-flanker,5,1,0,35,49.5,1.1235,35,14.5
1,vertical_2-flanker,5,1,0,55,49.875,0.6486,40,-5.125
1,vertical_2-flanker,5,1,0,55,72.375,0.9575,15,17.375
1,vertical_2-flanker,5,1,0,55,55.125,0.8406,0,0.125
1,vertical_2-flanker,5,1,0,55,60,1.8321,-10,5
1,vertical_2-flanker,5,0,1,55,62.625,0.5657,-15,7.625
1,vertical_2-flanker,5,1,0,55,53.625,0.974,-40,-1.375
1,vertical_2-flanker,5,1,0,55,71.25,0.9074,-35,16.25
1,vertical_2-flanker,5,1,0,55,52.125,0.8572,40,-2.875
1,vertical_2-flanker,5,1,0,55,26.625,0.599,-45,-28.375
1,vertical_2-flanker,5,0,1,55,43.875,0.9252,45,-11.125
1,vertical_2-flanker,5,1,0,35,49.5,1.5152,-35,14.5
1,vertical_2-flanker,5,1,0,35,25.5,0.7821,-45,-9.5
1,vertical_2-flanker,5,0,1,55,-51.375,0.7326,90,NaN
1,vertical_2-flanker,5,1,0,55,43.125,0.7823,-35,-11.875
1,vertical_2-flanker,5,1,0,55,36,0.5244,0,-19
1,vertical_2-flanker,5,1,0,35,28.875,0.6406,-40,-6.125
1,vertical_2-flanker,5,1,0,35,31.125,0.7822,-20,-3.875
1,vertical_2-flanker,5,0,1,35,30.75,0.7233,10,-4.25
1,vertical_2-flanker,5,0,1,35,53.625,0.6663,-5,18.625
1,vertical_2-flanker,5,0,1,55,44.625,0.8147,35,-10.375
1,vertical_2-flanker,5,0,1,55,72.375,0.4747,-40,NaN
1,vertical_2-flanker,6,0,1,55,74.25,0.8251,40,19.25
1,vertical_2-flanker,6,0,1,55,51.375,0.3908,0,NaN
1,vertical_2-flanker,6,1,0,35,42,0.5406,40,7
1,vertical_2-flanker,6,1,0,55,64.125,0.6406,45,9.125
1,vertical_2-flanker,6,0,1,35,27,0.674,20,-8
1,vertical_2-flanker,6,1,0,55,74.625,0.3908,20,NaN
1,vertical_2-flanker,6,0,1,55,60,0.8074,25,5
1,vertical_2-flanker,6,0,1,55,80.625,0.6156,15,25.625
1,vertical_2-flanker,6,1,0,35,25.125,0.9409,5,-9.875
1,vertical_2-flanker,6,0,1,55,47.625,0.675,-40,-7.375
1,vertical_2-flanker,6,0,1,55,22.125,0.724,-45,-32.875
1,vertical_2-flanker,6,1,0,55,51,0.5823,-15,-4
1,vertical_2-flanker,6,1,0,55,61.5,0.7495,25,6.5
1,vertical_2-flanker,6,0,1,35,32.25,0.4907,-30,NaN
1,vertical_2-flanker,6,0,1,55,54,0.6745,-5,-1
1,vertical_2-flanker,6,0,1,35,61.125,0.7992,15,26.125
1,vertical_2-flanker,6,0,1,35,54.75,0.5074,40,19.75
1,vertical_2-flanker,6,1,0,35,24.375,0.741,90,-10.625
1,vertical_2-flanker,6,1,0,55,63.375,0.7909,-35,8.375
1,vertical_2-flanker,6,1,0,35,24.75,0.7239,20,-10.25
1,vertical_2-flanker,6,1,0,35,79.875,0.9989,20,NaN
1,vertical_2-flanker,6,1,0,55,55.5,0.4161,30,NaN
1,vertical_2-flanker,6,0,1,35,21.75,0.4324,90,NaN
1,vertical_2-flanker,6,0,1,55,84.75,0.8573,90,29.75
1,vertical_2-flanker,6,0,1,35,5.625,0.4916,40,NaN
1,vertical_2-flanker,6,1,0,35,49.875,0.5751,30,14.875
1,vertical_2-flanker,6,0,1,35,11.25,0.5075,35,-23.75
1,vertical_2-flanker,6,0,1,55,51.75,0.625,-30,-3.25
1,vertical_2-flanker,6,1,0,55,57.375,0.7487,-25,2.375
1,vertical_2-flanker,6,0,1,55,48.375,0.8986,-20,-6.625
1,vertical_2-flanker,6,1,0,35,83.625,1.2664,90,NaN
1,vertical_2-flanker,6,0,1,35,29.625,1.6498,-5,-5.375
1,vertical_2-flanker,6,1,0,35,42,0.7083,-30,7
1,vertical_2-flanker,6,1,0,55,56.25,3.7235,-5,NaN
1,vertical_2-flanker,6,1,0,55,54,0.6572,15,-1
1,vertical_2-flanker,6,1,0,35,21.75,0.9332,-40,-13.25
1,vertical_2-flanker,6,1,0,55,52.125,1.0323,-20,-2.875
1,vertical_2-flanker,6,0,1,55,46.5,0.6418,5,-8.5
1,vertical_2-flanker,6,1,0,35,35.25,0.6741,-45,0.25
1,vertical_2-flanker,6,1,0,35,36,0.8505,30,1
1,vertical_2-flanker,6,1,0,35,33,0.6747,20,-2
1,vertical_2-flanker,6,1,0,55,22.5,0.3742,-10,NaN
1,vertical_2-flanker,6,0,1,35,35.25,0.4255,25,NaN
1,vertical_2-flanker,6,0,1,55,54.75,0.6161,45,-0.25
1,vertical_2-flanker,6,1,0,35,27.75,0.5661,-40,-7.25
1,vertical_2-flanker,6,0,1,55,42.75,0.6074,30,-12.25
1,vertical_2-flanker,6,0,1,55,63,0.5744,25,8
1,vertical_2-flanker,6,1,0,35,33.75,0.6321,15,-1.25
1,vertical_2-flanker,6,1,0,35,36,1.3743,-25,1
1,vertical_2-flanker,6,0,1,55,41.625,0.5757,-40,-13.375
1,vertical_2-flanker,6,0,1,35,48.375,0.8651,-15,13.375
1,vertical_2-flanker,6,1,0,35,35.25,0.483,45,NaN
1,vertical_2-flanker,6,1,0,55,64.875,0.4497,90,NaN
1,vertical_2-flanker,6,1,0,55,52.875,0.6824,90,-2.125
1,vertical_2-flanker,6,1,0,35,29.625,0.9828,0,-5.375
1,vertical_2-flanker,6,0,1,55,53.25,2.8739,15,-1.75
1,vertical_2-flanker,6,1,0,35,32.25,0.7829,-25,-2.75
2,vertical_0-flanker,1,1,NaN,55,60,0.8746,NaN,5
2,vertical_0-flanker,1,1,NaN,55,58.875,1.2578,NaN,3.875
2,vertical_0-flanker,1,0,NaN,-35,-42.375,1.5907,NaN,-7.375
2,vertical_0-flanker,1,0,NaN,55,51.375,0.8411,NaN,-3.625
2,vertical_0-flanker,1,1,NaN,55,55.5,0.8253,NaN,0.5
2,vertical_0-flanker,1,0,NaN,-35,-36.75,1.2079,NaN,-1.75
2,vertical_0-flanker,1,0,NaN,-55,-40.5,0.8412,NaN,14.5
2,vertical_0-flanker,1,1,NaN,-55,-63.375,0.9419,NaN,-8.375
2,vertical_0-flanker,1,0,NaN,35,51,0.6505,NaN,16
2,vertical_0-flanker,1,1,NaN,35,21.75,1.8743,NaN,-13.25
2,vertical_0-flanker,1,1,NaN,-35,-30.375,0.6742,NaN,4.625
2,vertical_0-flanker,1,1,NaN,35,36,1.092,NaN,1
2,vertical_0-flanker,1,1,NaN,55,67.875,1.3244,NaN,12.875
2,vertical_0-flanker,1,1,NaN,55,58.875,1.2244,NaN,3.875
2,vertical_0-flanker,1,1,NaN,-35,-30,0.6753,NaN,5
2,vertical_0-flanker,1,1,NaN,35,25.5,0.8002,NaN,-9.5
2,vertical_0-flanker,1,1,NaN,35,42,1.1494,NaN,7
2,vertical_0-flanker,1,0,NaN,-35,-32.625,0.9661,NaN,2.375
2,vertical_0-flanker,1,0,NaN,-55,-61.875,1.0079,NaN,-6.875
2,vertical_0-flanker,1,0,NaN,-55,-59.25,0.8078,NaN,-4.25
2,vertical_0-flanker,1,0,NaN,35,34.875,0.4501,NaN,NaN
2,vertical_0-flanker,1,1,NaN,-55,-49.5,0.9579,NaN,5.5
2,vertical_0-flanker,1,0,NaN,-35,3.75,0.6336,NaN,NaN
2,vertical_0-flanker,1,1,NaN,-35,-24.75,0.834,NaN,10.25
2,vertical_0-flanker,1,1,NaN,-35,-27.375,0.6412,NaN,7.625
2,vertical_0-flanker,1,0,NaN,55,71.25,0.9994,NaN,16.25
2,vertical_0-flanker,1,0,NaN,-55,-74.25,0.5089,NaN,-19.25
2,vertical_0-flanker,1,0,NaN,-55,-47.25,1.1994,NaN,7.75
2,vertical_0-flanker,1,1,NaN,35,34.875,0.592,NaN,-0.125
2,vertical_0-flanker,1,0,NaN,-55,-73.5,0.8078,NaN,-18.5
2,vertical_0-flanker,1,0,NaN,-55,-55.125,0.7922,NaN,-0.125
2,vertical_0-flanker,1,1,NaN,55,63.375,0.5997,NaN,8.375
2,vertical_0-flanker,1,0,NaN,55,61.5,0.5418,NaN,6.5
2,vertical_0-flanker,1,1,NaN,35,21,0.7424,NaN,-14
2,vertical_0-flanker,1,0,NaN,35,14.625,0.6898,NaN,-20.375
2,vertical_0-flanker,1,0,NaN,-35,-37.875,0.3995,NaN,NaN
2,vertical_0-flanker,1,0,NaN,-35,-61.125,0.8996,NaN,-26.125
2,vertical_0-flanker,1,0,NaN,-55,-51.375,1.0172,NaN,3.625
2,vertical_0-flanker,1,1,NaN,-55,-65.625,0.9325,NaN,-10.625
2,vertical_0-flanker,1,1,NaN,-35,-34.125,0.6163,NaN,0.875
2,vertical_0-flanker,1,1,NaN,-35,-30.375,0.4413,NaN,NaN
2,vertical_0-flanker,1,1,NaN,35,35.625,0.6085,NaN,0.625
2,vertical_0-flanker,1,1,NaN,-55,-60.75,0.9253,NaN,-5.75
2,vertical_0-flanker,1,0,NaN,35,29.25,0.6828,NaN,-5.75
2,vertical_0-flanker,1,1,NaN,35,36,0.8161,NaN,1
2,vertical_0-flanker,1,1,NaN,-55,-61.125,1.041,NaN,-6.125
2,vertical_0-flanker,1,0,NaN,-55,-58.5,0.6245,NaN,-3.5
2,vertical_0-flanker,1,1,NaN,-35,-32.625,1.0909,NaN,2.375
2,vertical_0-flanker,1,1,NaN,35,42.75,0.7667,NaN,7.75
2,vertical_0-flanker,1,0,NaN,-35,-42.75,0.8577,NaN,-7.75
2,vertical_0-flanker,1,0,NaN,55,46.5,1.0755,NaN,-8.5
2,vertical_0-flanker,1,0,NaN,-35,-41.25,0.6085,NaN,-6.25
2,vertical_0-flanker,1,1,NaN,-35,-31.125,0.641,NaN,3.875
2,vertical_0-flanker,1,1,NaN,35,34.5,0.4076,NaN,NaN
2,vertical_0-flanker,1,0,NaN,-35,-41.25,1.0494,NaN,-6.25
2,vertical_0-flanker,1,0,NaN,35,30.75,0.5587,NaN,-4.25
2,vertical_0-flanker,2,1,NaN,-55,-63.375,0.7328,NaN,-8.375
2,vertical_0-flanker,2,0,NaN,35,45.75,0.7245,NaN,10.75
2,vertical_0-flanker,2,0,NaN,-55,-53.625,0.8172,NaN,1.375
2,vertical_0-flanker,2,0,NaN,55,49.5,0.6827,NaN,-5.5
2,vertical_0-flanker,2,0,NaN,35,26.625,0.9335,NaN,-8.375
2,vertical_0-flanker,2,1,NaN,55,55.125,0.6913,NaN,0.125
2,vertical_0-flanker,2,1,NaN,-55,-78,0.6999,NaN,-23
2,vertical_0-flanker,2,1,NaN,-35,-28.5,0.9171,NaN,6.5
2,vertical_0-flanker,2,0,NaN,-35,-49.5,0.8077,NaN,-14.5
